Papel,Cotacao,PL,PVP,PSR,DY,PAtivo,PCapGiro,PEBIT,PAtivCircLiq,EVEBIT,EVEBITDA,MargEBIT,MargLiq,LiqCorr,ROIC,ROE,Liq2meses,PatrimLiquido,DivBrutaPatrim,CrescRec5a
RECV3,"12,86","6,09","0,83","1,145","14,96%","0,478","5,06","4,29","-1,94","5,95","3,29","26,70%","18,81%","2,16","13,22%","13,59%","52.401.300,00","4.563.500.000,00","0,53","9,61%"
TIET11,"17,44","6,09","3,13","3,010","0,00%","0,638","1.434,52","5,02","-1,05","8,78","6,62","59,93%","49,91%","1,00","13,97%","51,45%","0,00","2.222.740.000,00","2,67","7,76%"
TIET3,"3,49","6,09","3,13","3,012","0,00%","0,638","1.435,34","5,03","-1,05","8,78","6,63","59,93%","49,91%","1,00","13,97%","51,45%","0,00","2.222.740.000,00","2,67","7,76%"
CAMB3,"9,56","6,12","1,30","1,026","11,06%","1,019","2,94","5,77","3,40","4,90","4,09","17,78%","16,77%","3,04","22,33%","21,24%","301.283,00","310.829.000,00","0,01","15,08%"
TIET4,"3,51","6,13","3,15","3,029","0,00%","0,642","1.443,57","5,06","-1,05","8,81","6,65","59,93%","49,91%","1,00","13,97%","51,45%","0,00","2.222.740.000,00","2,67","7,76%"
PINE4,"11,70","6,27","1,98","0,000","5,56%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","31,56%","10.317.000,00","1.405.590.000,00","0,00","59,41%"
GRND3,"4,50","6,30","1,29","1,571","37,85%","0,902","2,93","15,27","2,99","11,55","8,82","10,29%","24,95%","2,05","7,85%","20,44%","22.476.600,00","3.153.960.000,00","0,02","2,45%"
CEEB3,"47,00","6,30","1,57","0,670","12,81%","0,344","9,94","2,79","-0,60","6,79","5,48","24,02%","10,63%","1,19","13,96%","24,90%","34.120,90","7.848.000.000,00","2,59","6,98%"
ELPL6,"30,20","6,32","0,82","0,267","0,00%","0,191","-2,36","2,10","-0,36","5,78","4,15","12,69%","4,22%","0,74","10,64%","12,92%","0,00","7.307.990.000,00","1,51","2,53%"
ABCB4,"25,94","6,33","0,94","0,000","10,09%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","14,82%","17.382.100,00","6.758.950.000,00","0,00","12,09%"
GMAT3,"5,23","6,37","1,18","0,329","4,65%","0,508","2,02","5,25","-212,69","5,87","4,87","6,27%","5,20%","1,93","12,49%","18,56%","45.237.300,00","10.193.300.000,00","0,26","24,62%"
TASA4,"5,66","6,37","0,61","0,516","3,26%","0,317","1,66","11,68","3,76","20,23","12,00","4,42%","8,10%","1,51","3,10%","9,56%","2.656.450,00","1.294.480.000,00","0,60","-13,88%"
ELPL5,"30,50","6,38","0,82","0,269","0,00%","0,193","-2,39","2,12","-0,36","5,81","4,17","12,69%","4,22%","0,74","10,64%","12,92%","0,00","7.307.990.000,00","1,51","2,53%"
OFSA3,"26,43","6,41","1,79","1,164","4,09%","0,911","1,94","5,79","5,61","6,76","5,85","20,11%","18,15%","3,55","20,23%","27,90%","182.894,00","796.836.000,00","0,61","6,07%"
CGRA4,"27,32","6,42","0,68","0,882","21,73%","0,498","1,73","7,20","2,81","4,84","3,67","12,25%","13,75%","2,81","9,20%","10,65%","237.586,00","957.426.000,00","0,00","5,52%"
TASA3,"5,73","6,45","0,62","0,523","3,22%","0,321","1,68","11,82","3,81","20,37","12,08","4,42%","8,10%","1,51","3,10%","9,56%","213.187,00","1.294.480.000,00","0,60","-13,88%"
EUCA4,"20,62","6,46","0,68","0,620","5,46%","0,402","2,02","3,66","-10,20","4,62","3,24","16,96%","9,59%","2,16","12,60%","10,54%","824.168,00","2.803.900.000,00","0,30","7,06%"
RPAD5,"6,28","6,47","0,52","0,000","9,09%","0,515","4,24","-290,60","4,48","-218,79","-218,79","0,00%","0,00%","13,90","-0,20%","8,09%","1.217,46","1.016.570.000,00","0,00","0,00%"
POMO4,"6,34","6,48","2,07","0,875","14,77%","0,815","2,83","5,56","64,98","6,60","5,94","15,72%","13,64%","1,89","20,62%","31,92%","76.343.700,00","3.832.370.000,00","0,96","26,67%"
EUCA3,"20,70","6,49","0,68","0,622","4,94%","0,403","2,02","3,67","-10,24","4,63","3,25","16,96%","9,59%","2,16","12,60%","10,54%","12.366,30","2.803.900.000,00","0,30","7,06%"
CGRA3,"27,85","6,54","0,70","0,899","21,31%","0,508","1,76","7,34","2,87","4,98","3,77","12,25%","13,75%","2,81","9,20%","10,65%","38.880,60","957.426.000,00","0,00","5,52%"
CYRE4,"26,20","6,57","1,15","1,377","0,00%","0,480","1,15","8,15","11,31","10,39","9,63","16,90%","17,67%","3,51","7,18%","17,45%","15.957.600,00","10.433.800.000,00","0,72","17,29%"
CIQU4,"12,49","6,63","1,05","0,413","0,00%","0,515","3,33","4,25","7,55","7,50","5,23","9,72%","6,22%","1,36","12,70%","15,87%","0,00","296.175.000,00","0,84","16,23%"
CIQU3,"12,49","6,63","1,05","0,413","0,00%","0,515","3,33","4,25","7,55","7,50","5,23","9,72%","6,22%","1,36","12,70%","15,87%","0,00","296.175.000,00","0,84","16,23%"
SAPR3,"9,26","6,73","1,13","1,942","3,92%","0,529","11,68","7,12","-2,03","8,03","6,09","27,26%","28,86%","1,20","9,65%","16,84%","2.277.840,00","12.347.800.000,00","0,60","8,75%"
LOGG3,"27,29","6,76","0,66","9,639","14,53%","0,358","85,12","13,36","-1,09","25,72","24,81","72,16%","146,12%","1,03","2,71%","9,83%","12.390.000,00","3.606.440.000,00","0,62","10,87%"
BRAP3,"19,56","6,81","0,84","0,000","15,23%","0,834","17,36","-219,43","17,52","-204,25","-204,25","0,00%","0,00%","5,95","-0,40%","12,38%","1.928.300,00","9.123.790.000,00","0,00","0,00%"
CLSC3,"124,01","6,82","1,21","0,411","7,13%","0,354","6,79","4,09","-0,82","7,61","5,76","10,05%","6,02%","1,23","9,61%","17,75%","12.012,20","3.951.430.000,00","1,15","0,80%"
COCE5,"31,30","6,86","0,49","0,294","3,90%","0,167","-1,08","1,84","-0,35","5,71","4,05","16,02%","4,30%","0,55","10,39%","7,21%","551.151,00","5.461.400.000,00","1,08","2,34%"
BPAR3,"182,07","6,87","0,78","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","11,35%","0,00","2.221.930.000,00","0,00","10,17%"
LPSB3,"1,89","6,90","1,07","1,342","11,56%","0,674","3,95","6,52","-10,04","4,47","3,07","20,60%","23,65%","2,13","13,30%","15,55%","437.655,00","260.103.000,00","0,00","-2,13%"
CYRE3,"27,80","6,97","1,22","1,461","11,49%","0,509","1,22","8,64","12,00","10,89","10,09","16,90%","17,67%","3,51","7,18%","17,45%","163.667.000,00","10.433.800.000,00","0,72","17,29%"
TECN3,"8,23","7,01","1,14","1,048","5,09%","0,723","1,50","5,30","2,45","5,39","6,16","19,77%","14,94%","3,69","15,75%","16,33%","424.659,00","437.800.000,00","0,11","10,19%"
VLID3,"20,55","7,02","0,98","0,793","14,99%","0,585","1,70","5,32","5,43","5,51","4,03","14,90%","11,42%","3,14","14,69%","13,91%","5.575.700,00","1.721.540.000,00","0,35","0,12%"
AZZA3,"25,86","7,09","0,64","0,446","9,57%","0,344","1,64","5,41","-18,16","7,77","4,54","8,25%","6,29%","1,90","7,46%","9,02%","72.264.000,00","8.347.710.000,00","0,37","43,57%"
WLMM4,"23,02","7,12","1,01","0,274","11,74%","0,547","1,90","5,11","4,39","7,09","6,79","5,36%","3,84%","1,96","12,31%","14,25%","50.862,60","826.271.000,00","0,52","19,09%"
CASH3,"3,45","7,15","0,72","0,916","0,00%","0,585","5,62","5,08","8,37","4,21","3,41","18,02%","12,50%","1,73","13,13%","10,03%","6.738.460,00","544.430.000,00","0,00","14,77%"
SHUL4,"5,24","7,17","1,21","0,935","12,08%","0,642","1,49","13,09","3,42","12,18","7,95","7,15%","13,03%","2,93","8,21%","16,80%","2.219.260,00","1.553.730.000,00","0,57","4,30%"
BEES3,"8,55","7,19","1,23","0,000","8,22%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","17,14%","145.954,00","2.411.700.000,00","0,00","10,78%"
MELK3,"3,73","7,19","0,70","0,639","34,71%","0,286","0,63","5,80","1,47","6,93","6,74","11,02%","14,40%","2,60","5,82%","9,75%","2.087.910,00","1.097.540.000,00","0,47","11,59%"
ECOR3,"9,56","7,21","1,58","0,609","3,23%","0,190","3,77","1,69","-0,26","6,94","5,24","36,06%","8,29%","1,51","12,89%","21,93%","71.630.400,00","4.207.980.000,00","5,90","27,00%"
ALLL11,"16,50","7,24","0,44","0,443","0,00%","0,114","1,73","1,10","-0,20","3,98","2,85","40,37%","6,25%","1,57","12,25%","6,12%","0,00","13.842.600.000,00","1,67","17,24%"
BBDC3,"16,84","7,27","1,04","0,000","7,75%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","14,25%","124.037.000,00","172.239.000.000,00","0,00","0,34%"
ALLL4,"3,32","7,29","0,45","0,446","0,00%","0,115","1,74","1,10","-0,21","3,99","2,85","40,37%","6,25%","1,57","12,25%","6,12%","0,00","13.842.600.000,00","1,67","17,24%"
TEND3,"30,06","7,29","3,07","0,883","4,10%","0,556","1,71","5,94","-2,81","6,37","5,74","14,87%","11,61%","2,10","11,85%","42,15%","66.046.000,00","1.199.590.000,00","1,09","13,90%"
BEES4,"8,75","7,35","1,26","0,000","8,04%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","17,14%","49.084,40","2.411.700.000,00","0,00","10,78%"
WLMM3,"23,98","7,42","1,06","0,285","10,24%","0,569","1,97","5,33","4,58","7,30","7,00","5,36%","3,84%","1,96","12,31%","14,25%","756,03","826.271.000,00","0,52","19,09%"
SANB3,"15,41","7,47","1,21","0,000","6,72%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","16,24%","1.324.170,00","95.191.800.000,00","0,00","-3,32%"
EZTC3,"14,55","7,51","0,80","2,468","8,40%","0,583","1,68","10,33","3,49","10,74","10,34","23,91%","33,73%","5,66","6,92%","10,60%","30.221.800,00","5.132.990.000,00","0,27","14,15%"
MTRE3,"3,82","7,52","0,40","0,383","11,88%","0,169","0,34","4,87","0,71","10,50","7,72","7,87%","7,40%","2,68","3,92%","5,36%","2.639.920,00","1.003.670.000,00","0,67","18,04%"
GETT3,"2,40","7,55","1,24","1,336","0,00%","0,081","3,13","6,04","3,36","6,86","4,78","22,13%","17,66%","1,03","1,36%","16,41%","0,00","3.618.060.000,00","0,34","0,00%"
GETT4,"2,40","7,55","1,24","1,336","0,00%","0,081","3,13","6,04","3,36","6,86","4,78","22,13%","17,66%","1,03","1,36%","16,41%","0,00","3.618.060.000,00","0,34","0,00%"
BLAU3,"10,26","7,56","1,02","1,353","7,68%","0,661","1,86","6,44","3,50","7,07","6,03","21,02%","17,89%","2,90","12,22%","13,47%","6.846.950,00","2.350.160.000,00","0,23","7,54%"
BBSE3,"34,10","7,56","6,57","0,000","13,30%","2,953","0,00","6,91","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","86,84%","275.405.000,00","10.384.400.000,00","0,00","0,00%"
ISAE4,"28,23","7,60","0,88","1,976","7,84%","0,394","3,58","5,18","-1,00","9,03","8,95","38,17%","26,68%","3,76","8,02%","11,57%","64.737.700,00","21.151.500.000,00","0,76","15,51%"
DPPI4,"38,90","7,62","2,28","-0,665","0,00%","1,718","3,98","87,28","4,46","73,74","73,74","-0,76%","-5,04%","3,14","3,00%","29,97%","0,00","545.227.000,00","0,06","15,14%"
BALM4,"19,32","7,65","1,03","0,864","24,01%","0,630","1,24","5,12","1,77","3,20","2,80","16,86%","11,21%","3,12","19,06%","13,52%","18.457,20","182.965.000,00","0,12","10,97%"
CCTU4,"37,28","7,65","0,92","0,307","0,00%","0,405","2,29","14,56","-28,32","21,77","21,77","2,10%","4,00%","1,48","2,96%","12,07%","0,00","82.550.000,00","0,48","12,54%"
SANB11,"31,61","7,66","1,25","0,000","6,88%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","16,24%","150.012.000,00","95.191.800.000,00","0,00","-3,32%"
COCE6,"35,00","7,67","0,55","0,329","0,00%","0,186","-1,21","2,06","-0,39","5,93","4,20","16,02%","4,30%","0,55","10,39%","7,21%","0,00","5.461.400.000,00","1,08","2,34%"
EQMA3B,"34,97","7,68","1,32","0,857","7,83%","0,497","9,47","4,17","-1,33","6,50","5,08","20,55%","11,15%","1,26","13,83%","17,24%","15.795,50","4.334.970.000,00","0,95","7,90%"
NUTR3,"2,40","7,70","0,74","0,139","0,00%","0,247","1,00","8,38","4,99","13,55","11,03","1,66%","1,80%","1,53","3,90%","9,55%","8.410,26","43.218.000,00","0,51","15,49%"
SANB4,"15,96","7,74","1,26","0,000","7,14%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","16,24%","1.690.430,00","95.191.800.000,00","0,00","-3,32%"
ENGI4,"10,20","7,78","1,39","0,719","3,03%","0,310","4,63","3,77","-0,64","8,41","6,45","19,06%","12,00%","1,39","9,70%","17,86%","113.539,00","18.484.500.000,00","2,22","8,67%"
ENBR3,"24,08","7,78","1,27","0,694","0,00%","0,336","4,57","3,76","-0,86","6,29","4,87","18,47%","9,89%","1,30","10,86%","16,33%","0,00","11.009.700.000,00","1,36","1,43%"
BBAS3,"24,70","7,80","0,77","0,000","5,95%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","9,83%","892.414.000,00","184.588.000.000,00","0,00","-3,37%"
BRAP4,"22,70","7,90","0,98","0,000","14,44%","0,968","20,15","-254,66","20,34","-239,48","-239,48","0,00%","0,00%","5,95","-0,40%","12,38%","85.126.300,00","9.123.790.000,00","0,00","0,00%"
WIZC3,"9,42","7,93","2,16","1,103","6,01%","0,624","39,74","2,17","-2,74","2,30","1,98","50,71%","25,66%","1,07","35,46%","27,23%","5.347.800,00","697.848.000,00","0,55","13,39%"
NEOE3,"32,89","7,94","1,10","0,758","4,44%","0,335","5,92","3,42","-0,73","7,59","6,01","22,16%","9,61%","1,32","11,07%","13,80%","72.176.400,00","36.451.000.000,00","1,58","5,46%"
KROT4,"5,12","7,94","0,83","1,515","0,00%","0,444","5,45","4,68","-1,88","6,94","5,30","32,38%","20,70%","1,81","10,54%","10,43%","0,00","12.762.500.000,00","0,50","12,57%"
LAVV3,"17,50","7,97","2,22","1,893","15,31%","0,852","1,53","8,09","3,73","8,29","8,12","23,39%","27,59%","3,52","13,50%","27,83%","12.206.000,00","1.542.630.000,00","0,58","32,61%"
SMTO3,"18,45","7,98","0,84","0,886","2,47%","0,265","1,21","5,71","-0,76","13,26","4,18","15,51%","11,09%","2,87","5,61%","10,53%","54.971.600,00","7.298.620.000,00","1,56","7,48%"
EKTR4,"39,73","8,04","3,77","0,772","12,73%","0,589","20,47","3,25","-1,02","6,57","5,52","23,73%","9,60%","1,12","20,03%","46,94%","41.125,30","2.041.000.000,00","4,04","4,35%"
CLSC4,"146,23","8,04","1,43","0,484","6,65%","0,417","8,01","4,82","-0,97","8,34","6,31","10,05%","6,02%","1,23","9,61%","17,75%","522.523,00","3.951.430.000,00","1,15","0,80%"
WSON33,"67,00","8,07","0,98","1,067","0,00%","0,400","13,41","2,42","-0,89","5,08","5,08","44,14%","13,58%","1,26","18,36%","12,17%","0,00","2.148.530.000,00","1,21","5,23%"
BPAC5,"11,04","8,08","1,84","0,000","3,71%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","22,79%","137.732,00","69.969.600.000,00","0,00","14,72%"
TRIS3,"6,80","8,10","1,14","1,197","16,00%","0,481","0,85","8,70","1,71","11,44","9,95","13,75%","15,46%","2,97","6,67%","14,06%","2.656.830,00","1.449.540.000,00","0,73","18,84%"
LEVE3,"34,84","8,10","5,39","0,875","7,81%","1,199","7,86","5,38","-8,70","6,42","5,62","16,24%","10,81%","1,31","34,85%","66,51%","12.203.600,00","876.909.000,00","1,71","9,91%"
